Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
69.18,1.4086,-0.1012,3.7634
69.2,1.4278,-0.0798,3.4406
69.22,0.8227,-0.1564,3.3096
69.24,0.2746,0.0372,2.9458
69.26,0.126,-0.4062,2.7686
69.28,-0.4133,-0.3093,1.7878
69.3,-1.1429,-0.7472,1.0236
69.32,-1.1705,-0.734,0.3559
69.34,-0.7367,-1.2678,-0.2488
69.36,-1.0455,-1.2877,-1.2918
69.38,-1.3596,-1.7217,-2.2454
69.4,-1.4126,-1.2613,-1.3918
69.42,-1.1528,-1.1196,-1.3507
69.44,-1.3573,-0.0621,-1.8624
69.46,-1.0606,-0.225,-1.7662
69.48,-1.1336,0.2192,-2.0434
69.5,-1.3118,1.304,-2.6516
69.52,-1.0495,1.0348,-2.3668
69.54,-0.842,1.3967,-3.5812
69.56,-0.2497,1.3471,-2.4872
69.58,0.2539,1.1058,-1.8665
69.6,0.9984,1.1009,-0.5613
69.62,1.2663,0.5282,0.4034
69.64,2.0295,0.5097,0.424
69.66,1.9529,0.3547,1.3354
69.68,2.2862,-0.2303,2.867
69.7,1.6457,0.3299,3.0167
69.72,2.0173,0.3409,3.3703
69.74,0.8864,0.2222,3.7398
69.76,0.8125,-0.0989,3.3131
69.78,0.1337,-0.148,2.2075
69.8,-0.2449,-0.4005,2.2199
69.82,-1.0914,-0.8616,1.2237
69.84,-1.2432,-1.2904,0.304
69.86,-1.0674,-1.5725,-0.4103
69.88,-1.0154,-1.3819,-0.7113
69.9,-1.0192,-1.3882,-1.1152
69.92,-0.9118,-1.203,-1.0034
69.94,-1.4707,-0.8923,-1.7306
69.96,-1.2101,-0.3733,-1.1371
69.98,-1.0627,-0.2597,-1.3913
70.0,-1.5771,0.1123,-1.5986
70.02,-1.0092,0.6829,-2.7272
70.04,-0.9148,1.3688,-2.7347
70.06,-0.6114,1.345,-2.4584
70.08,-0.0821,1.1883,-2.595
70.1,0.4316,0.9598,-2.4034
70.12,0.96,0.8279,-1.7627
70.14,1.6177,0.7719,-0.982
70.16,1.7442,1.0547,-0.4134
70.18,2.0239,0.4437,1.3354
70.2,2.001,0.0384,1.8153
70.22,2.0913,-0.3133,2.7433
70.24,1.4954,-0.3149,2.9713
70.26,0.735,-0.1086,3.4506
70.28,0.5876,-0.3187,3.6562
70.3,-0.1389,-0.6524,3.0881
70.32,-0.307,-0.8342,2.4491
70.34,-0.3213,-0.7848,0.7222
70.36,-1.3162,-0.8069,0.3654
70.38,-1.4018,-1.0535,-0.7211
70.4,-1.2676,-1.4683,-0.1692
70.42,-1.0315,-1.4116,-0.8485
70.44,-0.9942,-1.0837,-1.3267
70.46,-1.1453,-0.4879,-1.7568
70.48,-1.0802,-0.9932,-0.9881
70.5,-1.2307,0.3513,-1.5242
70.52,-1.6822,0.5023,-1.4848
70.54,-1.5883,0.7156,-2.4927
70.56,-0.8827,1.0174,-2.5333
70.58,-0.788,0.8501,-3.4291
70.6,-0.3663,1.6089,-1.6821
70.62,0.3033,1.1756,-3.1147
70.64,0.5241,0.8107,-1.9509
70.66,1.2653,0.892,-0.5829
70.68,1.5897,0.7016,-0.4401
70.7,2.0251,0.5005,0.27
70.72,2.1485,0.5157,2.2897
70.74,1.9594,-0.0708,2.759
70.76,1.5291,0.3612,2.877
70.78,1.1313,-0.4804,3.5851
70.8,1.008,0.0117,3.732
70.82,0.0952,-0.507,2.9673
70.84,-0.0507,-0.3452,2.3789
70.86,-0.1248,-1.2491,1.3807
70.88,-0.853,-1.1164,1.6683
70.9,-1.2019,-1.4539,0.2992
70.92,-1.4464,-1.133,-0.6718
70.94,-1.2556,-1.2554,-0.9695
70.96,-1.2644,-1.1682,-1.0985
70.98,-0.966,-1.2466,-0.9566
71.0,-1.1535,-0.9521,-1.535
71.02,-0.9803,-0.0921,-1.1209
71.04,-1.1119,0.0269,-2.45
71.06,-1.3649,0.8359,-1.7902
71.08,-0.9894,0.9203,-1.9146
71.1,-0.4899,1.3988,-2.5839
71.12,-0.2066,0.8877,-2.6179
71.14,-0.051,1.3651,-2.7741
71.16,0.825,0.9955,-2.0374
71.18,0.9379,1.4237,-1.3636
71.2,1.5954,0.2909,-0.7954
71.22,1.8076,0.6489,1.0643
71.24,2.393,0.6744,1.366
71.26,2.1251,-0.2546,2.6758
71.28,2.1452,0.2507,2.7936
71.3,1.7496,-0.0728,3.5351
71.32,1.0236,-0.0658,2.9724
71.34,0.8031,-0.1345,3.4791
71.36,-0.194,-0.3121,2.5381
71.38,-0.1298,-0.1372,2.1564
71.4,-0.8825,-1.0067,0.9751
71.42,-1.1748,-1.1431,-0.0006
71.44,-1.3283,-1.4636,0.2655
71.46,-1.2398,-1.3694,0.3317
71.48,-1.1182,-1.1762,-1.1002
71.5,-0.8757,-0.6027,-0.9863
71.52,-0.8463,-0.3461,-0.8966
71.54,-1.2429,-0.1546,-1.377
71.56,-1.5685,-0.1306,-1.471
71.58,-1.2147,0.6884,-1.7617
71.6,-0.7009,1.2877,-2.246
71.62,-0.7022,1.2035,-2.3711
71.64,-0.6527,1.794,-2.2792
71.66,0.1371,1.3941,-3.2216
71.68,0.3601,1.2825,-2.6643
71.7,0.8934,1.0568,-1.434
71.72,1.6253,0.8914,-0.8486
71.74,1.4986,0.0122,0.1554
71.76,1.8228,0.883,1.3461
71.78,2.4921,0.4288,2.7415
71.8,1.9929,0.4215,2.6897
71.82,1.64,0.2041,4.1518
71.84,1.166,-0.0263,3.3225
71.86,0.8605,-0.1402,3.1669
71.88,0.2351,-0.4336,3.1046
71.9,-0.004,-0.9044,2.1375
71.92,-0.8039,-0.2744,1.9327
71.94,-0.8853,-1.1582,0.5654
71.96,-0.6586,-1.2702,0.334
71.98,-1.093,-1.3732,-0.4946
72.0,-0.814,-1.2792,-0.8515
72.02,-1.3493,-1.0502,-1.0223
72.04,-1.2608,-0.7579,-2.1302
72.06,-0.8896,-0.4054,-1.3148
72.08,-1.391,-0.0522,-1.5872
72.1,-1.1003,0.5013,-1.5041
72.12,-0.8054,0.5421,-1.9948
72.14,-0.535,1.1259,-2.7064
72.16,-0.4697,1.3775,-2.1587
72.18,-0.153,1.1846,-2.5204
72.2,0.6184,1.2649,-2.4306
72.22,0.6869,1.5071,-1.6676
72.24,0.7205,0.7483,-0.8809
72.26,1.8237,0.4699,-0.0979
72.28,1.9325,0.4489,1.603
72.3,2.2018,0.006,1.732
72.32,1.9013,0.0344,2.8612
72.34,1.875,0.1653,4.3118
72.36,1.063,-0.0348,4.0264
72.38,0.8609,-0.6365,2.8889
72.4,0.3198,-0.4944,2.9503
72.42,-0.5993,-0.1653,2.3053
72.44,-0.8079,-0.783,0.6406
72.46,-0.8722,-0.9368,0.9639
72.48,-1.2356,-1.4604,-0.938
72.5,-1.5456,-1.2453,-0.4559
72.52,-1.4187,-1.6963,-1.3804
72.54,-0.7387,-0.8077,-2.0357
72.56,-1.4762,-0.9124,-2.2271
72.58,-0.7594,-0.7004,-1.2263
72.6,-1.5342,-0.4655,-2.1363
72.62,-1.074,-0.1914,-2.5305
72.64,-0.9947,1.1209,-2.3103
72.66,-0.745,0.8999,-2.293
72.68,-0.4148,0.7247,-2.1059
72.7,-0.4481,1.5249,-2.4935
72.72,-0.0469,0.9492,-2.6479
72.74,0.7386,0.6846,-2.1443
72.76,0.8774,0.9329,-0.428
72.78,2.1117,0.6251,-0.0393
72.8,2.0914,0.4696,1.8223
72.82,2.1716,-0.1053,2.251
72.84,2.0511,0.2077,2.9572
72.86,1.2404,0.1346,3.2998
72.88,1.2301,-0.1403,3.5412
72.9,0.7503,-0.5608,3.7591
72.92,-0.0909,-0.1461,3.2476
72.94,-0.3011,-1.2604,2.8802
72.96,-0.4147,-0.873,1.3508
72.98,-1.3836,-1.205,-0.0171
73.0,-1.1627,-1.4194,0.1129
73.02,-1.0803,-1.0432,-0.8605
73.04,-1.2717,-1.4313,-1.4256
73.06,-1.3337,-0.8808,-2.033
73.08,-0.8703,-0.7121,-1.2764
73.1,-1.2936,-0.6338,-1.7666
73.12,-0.6278,-0.4941,-1.533
73.14,-1.4412,0.2315,-2.1525
73.16,-0.6269,0.8531,-1.7073
73.18,-0.7953,1.0347,-2.1733
73.2,-0.722,1.2272,-2.1927
73.22,-0.7351,1.6816,-2.8928
73.24,-0.115,1.1489,-2.9593
73.26,0.5769,1.308,-2.2405
73.28,0.969,1.262,-1.164
73.3,1.7394,0.6299,-0.5549
73.32,1.778,0.325,0.8682
73.34,2.4398,0.2484,1.2047
73.36,1.8122,0.4345,2.3932
73.38,2.002,0.2472,3.05
73.4,1.1085,0.1117,4.0342
73.42,0.8243,-0.4505,3.4083
73.44,0.2893,-0.3796,2.8668
73.46,0.2614,-0.2806,2.9353
73.48,-0.4034,-0.7423,1.7144
73.5,-1.0179,-0.7507,1.0247
73.52,-0.7146,-1.0794,-0.1445
73.54,-1.1325,-1.1704,-0.831
73.56,-1.0472,-1.6281,-1.0876
73.58,-1.3451,-1.1939,-1.3182
73.6,-1.0842,-1.262,-1.7875
73.62,-1.4839,-1.2238,-1.3056
73.64,-1.5706,-0.461,-1.3522
73.66,-1.2432,0.0162,-1.2166
73.68,-0.9182,0.3873,-2.4408
73.7,-1.1378,1.0752,-1.8597
73.72,-0.9256,1.2178,-1.9653
73.74,-0.4473,1.3816,-2.6563
73.76,-0.1267,1.1089,-2.3636
73.78,-0.1276,1.1994,-1.766
73.8,0.7898,1.1984,-1.7063
73.82,1.0355,0.8276,-1.0242
73.84,2.0242,0.8229,0.247
73.86,1.6117,0.1706,1.7916
73.88,2.3958,-0.039,2.5474
73.9,1.7437,0.2543,2.9875
73.92,1.3344,-0.3403,3.8356
73.94,0.9944,-0.1444,3.7913
73.96,0.4034,-0.415,4.353
73.98,0.0247,-0.3054,2.6502
74.0,-0.318,-0.3237,2.589
74.02,-0.2394,-0.7921,1.9122
74.04,-1.6157,-0.6074,0.6085
74.06,-1.0737,-0.7724,0.0076
74.08,-1.2432,-1.0962,-0.2843
74.1,-1.1402,-1.7248,-1.5693
74.12,-1.3375,-1.2955,-1.7592
74.14,-1.6949,-1.0498,-1.7758
74.16,-0.9811,-0.9485,-1.7227
74.18,-1.2087,0.2157,-1.2984
74.2,-1.066,0.8606,-2.0621
74.22,-1.1601,0.4861,-1.8064
74.24,-0.754,0.921,-1.6191
74.26,-0.0008,1.6355,-2.1042
74.28,-0.2877,1.4656,-2.9609
74.3,0.2093,1.1241,-1.7227
74.32,0.825,0.4354,-1.3416
74.34,1.3882,1.2175,-1.1799
74.36,1.7826,0.7394,0.0023
74.38,2.0147,0.5557,0.695
74.4,2.0605,0.0679,2.3547
74.42,1.783,-0.3742,2.8405
74.44,1.9405,-0.3111,3.5109
74.46,1.6186,-0.3732,3.6982
74.48,0.6877,-0.3207,3.8198
74.5,-0.005,-0.5408,2.9263
74.52,-0.26,-0.1512,2.9599
74.54,-0.6519,-0.5372,2.1566
74.56,-1.3862,-0.8181,1.0751
74.58,-1.2383,-0.9836,0.1566
74.6,-1.4339,-1.2301,-1.2387
74.62,-1.2204,-1.2654,-1.3057
74.64,-1.7565,-0.9097,-1.0457
74.66,-0.6294,-1.2148,-1.7243
74.68,-1.0514,-0.5438,-1.6806
74.7,-1.1261,0.0042,-1.7325
74.72,-0.658,0.1726,-1.3327
74.74,-0.8455,0.2242,-1.5577
74.76,-0.8064,1.2114,-2.0933
74.78,-0.6624,1.2835,-2.6616
74.8,-0.5212,1.3827,-2.368
74.82,0.7102,1.1295,-2.0999
74.84,0.3209,0.7353,-2.0549
74.86,1.7561,0.5998,-0.6566
74.88,1.8871,0.7088,-0.1716
74.9,1.8521,0.5628,1.337
74.92,2.0684,0.18,1.8293
74.94,2.1243,0.4923,2.9018
74.96,2.0177,0.4136,3.2329
74.98,1.1936,-0.3846,4.0331
75.0,0.7091,-0.5068,2.6314
75.02,0.0069,-0.2445,3.6814
75.04,-0.3618,-0.3001,2.0037
75.06,-0.7502,-0.2825,2.1757
75.08,-0.861,-1.3268,0.5061
75.1,-1.4045,-0.9332,-0.8939
75.12,-0.9155,-1.418,-0.4731
75.14,-1.2074,-1.2948,-0.9141
75.16,-1.236,-1.1987,-1.6923
75.18,-1.4285,-0.9421,-1.4838
75.2,-0.9311,-0.8787,-2.0848
75.22,-1.344,-0.5878,-1.7398
75.24,-1.0749,0.0078,-1.9007
75.26,-1.1154,0.7018,-2.5338
75.28,-0.7958,0.7506,-2.1449
75.3,-0.5436,0.9695,-2.714
75.32,-0.1747,1.2656,-2.5721
75.34,0.4167,1.2579,-2.0136
75.36,0.3943,1.2886,-1.6853
75.38,1.1016,0.7531,-0.9291
75.4,1.5047,0.4877,-0.2825
75.42,1.7884,0.2733,0.7626
75.44,1.8719,0.1904,1.3578
75.46,1.9285,0.0294,2.1149
75.48,2.003,-0.1419,3.3323
75.5,1.6595,-0.0026,3.4389
75.52,1.2112,-0.0417,3.6572
75.54,0.6446,-0.1918,3.9033
75.56,-0.0285,-0.1741,2.9659
75.58,0.003,0.0301,1.7522
75.6,-1.0325,-0.7584,1.9289
75.62,-1.2564,-1.1265,0.0997
75.64,-1.0171,-0.9787,-0.6138
75.66,-1.1378,-0.9376,-0.9691
75.68,-1.0878,-1.0672,-0.8193
75.7,-1.4996,-1.3755,-2.2643
75.72,-1.3338,-0.5655,-2.4402
75.74,-1.1992,-0.2151,-1.4345
75.76,-1.3154,-0.1257,-1.8677
75.78,-1.1936,0.6743,-1.6914
75.8,-1.084,0.7785,-1.4966
75.82,-0.1925,1.3125,-2.1442
75.84,-0.6698,1.5187,-2.2283
75.86,-0.327,1.2456,-2.3477
75.88,0.237,1.5171,-2.1063
75.9,0.9065,0.9716,-0.855
75.92,1.1684,1.0387,-0.9371
75.94,1.6329,0.2713,-0.2717
75.96,2.0506,0.23,1.7666
75.98,1.7611,-0.0788,2.7436
76.0,1.8875,0.2942,2.7132
76.02,1.6888,-0.0826,3.8518
76.04,1.123,-0.2608,3.5716
76.06,1.0492,-0.1349,3.6576
76.08,0.0161,-0.7133,3.0656
76.1,-0.7544,-0.3059,2.4142
76.12,-0.6522,-0.6506,0.832
76.14,-1.2928,-1.2558,0.2462
76.16,-1.3154,-1.1996,-0.1888
76.18,-1.0834,-0.9058,-0.682
76.2,-1.073,-0.9377,-1.2622
76.22,-1.1447,-1.5042,-1.6276
76.24,-1.185,-1.1482,-1.0225
76.26,-0.9015,-0.9348,-1.5592
76.28,-1.3111,-0.1353,-2.1897
76.3,-0.9066,0.3742,-1.7158
76.32,-0.8694,0.8515,-2.071
76.34,-0.6119,1.338,-2.2991
76.36,-0.8258,1.3365,-2.1739
76.38,-0.0619,1.4017,-1.9596
76.4,0.0753,1.6423,-1.7399
76.42,0.4421,0.4617,-1.8219
76.44,1.1964,1.0107,-0.7436
76.46,1.59,1.1288,0.2934
76.48,2.3121,0.7061,0.6806
76.5,2.1365,-0.3666,1.3704
76.52,2.282,0.2517,2.6898
76.54,2.2915,-0.1678,3.7642
76.56,0.7588,-0.5268,3.0959
76.58,1.1621,-0.0156,2.9947
76.6,0.1654,-0.2916,2.898
76.62,0.1368,-0.6522,2.6885
76.64,-0.9663,-0.8209,1.2836
76.66,-1.1323,-0.5925,0.887
76.68,-1.275,-1.0961,0.4207
76.7,-0.8886,-1.2267,-0.9542
76.72,-1.3732,-1.0558,-1.7363
76.74,-1.2934,-1.5102,-1.379
76.76,-1.1787,-1.2019,-1.798
76.78,-0.9675,-0.3468,-1.6055
76.8,-1.2791,-0.4122,-2.5705
76.82,-1.0106,0.6244,-1.8411
76.84,-0.7244,0.3269,-2.1471
76.86,-0.7283,0.6761,-1.9036
76.88,-0.6662,1.1636,-1.9445
76.9,-0.2145,1.4476,-2.17
76.92,0.24,1.8069,-2.2813
76.94,0.7843,1.1275,-1.4127
76.96,0.9325,0.6229,-2.111
76.98,1.4887,0.9762,-0.3366
77.0,1.7541,0.8384,0.5619
77.02,1.8301,0.5376,1.8069
77.04,1.7513,0.0627,2.6529
77.06,1.7964,-0.3044,3.3244
77.08,1.8502,-0.2663,3.407
77.1,0.7807,-0.1134,3.0789
77.12,0.457,-0.3952,3.8557
77.14,0.3269,-0.1814,2.7774
77.16,-0.5205,-0.4993,2.0645
77.18,-1.1309,-0.74,1.1122
77.2,-1.0364,-0.9333,0.0292
77.22,-1.3818,-1.4741,-0.6849
77.24,-1.3145,-0.9573,-0.7381
77.26,-1.2005,-1.3666,-1.9742
77.28,-0.8279,-1.1375,-1.7202
77.3,-1.0263,-0.8704,-1.6478
77.32,-0.6984,-0.2009,-1.9466
77.34,-1.5434,0.3285,-2.0492
77.36,-0.6641,0.674,-2.0594
77.38,-1.08,0.9396,-1.9665
77.4,-0.6235,0.9279,-2.7261
77.42,-0.6199,1.107,-1.9255
77.44,-0.5157,1.3189,-2.0604
77.46,0.4595,1.164,-1.9275
77.48,1.1039,1.5226,-1.5942
77.5,0.9063,1.5045,-0.5401
77.52,1.6236,-0.1659,-0.3442
77.54,1.8385,-0.0584,1.3241
77.56,1.9764,0.3023,2.6863
77.58,1.9367,-0.1179,2.6085
77.6,1.7346,0.1734,3.0872
77.62,1.039,0.0825,3.6375
77.64,0.9951,-0.4756,3.5028
77.66,0.4314,-0.3873,2.9027
77.68,-0.1104,-0.7198,1.7318
77.7,-0.7749,-0.754,0.8954
77.72,-0.9493,-0.8271,0.2241
77.74,-1.0066,-0.7248,-0.4868
77.76,-0.9735,-1.0275,-0.5203
77.78,-0.8622,-1.5714,-1.7701
77.8,-1.3242,-1.7101,-1.7174
77.82,-0.9432,-0.7278,-1.8472
77.84,-1.0262,-0.1455,-1.4623
77.86,-0.7166,0.5124,-1.8857
77.88,-0.7781,0.6291,-1.6964
77.9,-1.0202,0.1454,-1.9447
77.92,-0.7412,0.8449,-2.2838
77.94,-0.3715,1.2325,-1.4664
77.96,-0.1104,1.4737,-2.3835
77.98,0.039,1.6893,-2.5215
78.0,0.8919,0.9127,-1.3509
78.02,1.2117,1.0409,-1.2368
78.04,2.4513,0.2895,-0.57
78.06,2.1353,0.3389,0.6685
78.08,1.9945,0.0205,1.9132
78.1,1.985,0.7088,3.3409
78.12,1.6072,-0.2368,3.3856
78.14,1.7219,-0.2879,3.2854
78.16,0.295,-0.2834,3.4624
78.18,0.3324,-0.3475,3.3888
78.2,-0.2811,-0.1844,2.0802
78.22,-0.9241,-0.835,1.2253
78.24,-1.1048,-0.6226,0.3098
78.26,-0.951,-1.1711,-0.5654
78.28,-1.1533,-1.0622,-0.2194
78.3,-1.6795,-1.0253,-1.8165
78.32,-1.5402,-1.4462,-1.4125
78.34,-1.3771,-0.7107,-2.0078
78.36,-1.0046,-0.769,-2.3484
78.38,-0.7183,-0.2661,-1.4922
78.4,-0.8231,0.5625,-1.9443
78.42,-1.243,0.4823,-1.3104
78.44,-0.8192,0.7685,-2.0209
78.46,-0.6876,1.3864,-2.5954
78.48,-0.0065,1.6244,-1.8068
78.5,0.5429,1.481,-2.7164
78.52,0.8125,0.8651,-2.1749
78.54,0.9151,0.9093,-1.617
78.56,1.9393,0.5763,-0.0457
78.58,1.6589,0.2537,0.5363
78.6,2.6229,0.2194,1.2072
78.62,1.6612,0.0666,1.8359
78.64,1.5429,0.0045,3.4313
78.66,1.379,-0.1835,3.438
78.68,0.5039,-0.1716,4.3783
78.7,0.0388,-0.2915,3.308
78.72,-0.4105,-0.6035,3.3221
78.74,-1.0192,-0.3883,1.918
78.76,-1.074,-1.1045,0.5274
78.78,-1.7333,-0.5237,0.1699
78.8,-1.294,-0.7527,-0.3819
78.82,-1.1766,-0.8405,-0.4674
78.84,-1.1148,-0.7335,-1.72
78.86,-0.6207,-1.1267,-1.1906
78.88,-0.8968,-0.7943,-1.2868
78.9,-0.9708,-0.8665,-1.5995
78.92,-0.8272,0.2988,-1.7328
78.94,-0.9606,0.5542,-1.7644
78.96,-0.8419,0.9598,-1.8922
78.98,-0.5222,1.1868,-2.4313
79.0,-0.5957,1.2041,-2.1621
79.02,0.1038,1.743,-2.2672
79.04,0.4057,1.3837,-2.1861
79.06,1.4639,0.9442,-2.4631
79.08,1.324,0.5788,-0.86
79.1,2.1777,0.1546,0.5364
79.12,2.2549,-0.0809,1.656
79.14,2.3712,0.233,2.5086
79.16,1.4991,-0.1087,2.7599
79.18,1.3587,0.1564,2.7273
79.2,1.0737,-0.1307,3.5844
79.22,0.6414,-0.44,3.3654
79.24,0.1655,-0.7224,3.4116
79.26,-0.3316,-0.5175,2.2731
79.28,-1.0939,-0.3756,1.0909
79.3,-1.4297,-0.7177,0.7222
79.32,-1.1018,-1.0514,-0.227
79.34,-1.7168,-0.8908,-0.039
79.36,-0.883,-1.0332,-1.3704
79.38,-1.2835,-0.7114,-1.0467
79.4,-0.6327,-0.9399,-1.9767
79.42,-0.6186,-0.3628,-1.62
79.44,-0.7448,-0.1782,-2.4093
79.46,-0.9432,0.6426,-2.1417
79.48,-0.6507,0.918,-2.6869
79.5,-0.6012,1.0043,-2.3686
79.52,-0.4691,1.4693,-2.6117
79.54,-0.4298,1.3551,-2.6402
79.56,0.6183,1.6916,-1.9246
79.58,0.922,0.802,-2.4388
79.6,0.9605,0.9006,-1.1915
79.62,1.4533,0.6707,-0.3026
79.64,2.0541,0.5748,0.9654
79.66,2.0584,0.4196,1.3606
79.68,2.2204,-0.1673,2.732
79.7,1.7732,0.2531,3.0705
79.72,1.3601,-0.0807,3.9882
79.74,0.3064,-0.4433,3.2641
79.76,-0.3904,-0.3782,3.4859
79.78,-0.2745,-0.4246,2.6995
79.8,-0.9109,-0.2067,1.5011
79.82,-1.1366,-1.2728,0.5253
79.84,-1.5998,-0.966,-0.0418
79.86,-1.1436,-0.7223,-0.1319
79.88,-1.1608,-1.5368,-0.777
79.9,-1.257,-1.285,-1.3966
79.92,-0.5972,-1.268,-1.5593
79.94,-0.6094,-0.6065,-1.6069
79.96,-1.111,-0.103,-1.1963
79.98,-1.0489,0.0964,-1.6542
80.0,-1.1087,0.9066,-2.4731
80.02,-0.7485,1.3122,-1.5463
80.04,-0.2601,1.5799,-2.6544
80.06,-0.2756,1.5448,-2.7008
80.08,0.1188,1.0431,-2.7683
80.1,0.4404,1.1964,-2.2265
80.12,0.5657,1.0059,-0.8932
80.14,1.8094,0.5282,-0.7687
80.16,1.6873,0.6167,0.4356
80.18,2.0594,0.278,1.0677
80.2,1.74,-0.4399,2.0906
80.22,1.9052,-0.0614,2.4781
80.24,0.8412,-0.6671,3.4553
80.26,0.8589,0.0275,3.3996
80.28,0.2833,-0.142,2.7909
80.3,-0.1074,-0.6181,2.911
80.32,-0.514,-0.68,2.4036
80.34,-0.9477,-0.9007,1.4078
80.36,-1.2552,-1.1019,0.2825
80.38,-1.0264,-0.9593,-0.2733
80.4,-1.5459,-1.1546,-0.4524
80.42,-1.1873,-1.3547,-0.501
80.44,-0.7408,-1.0766,-1.0611
80.46,-1.3625,-1.1313,-1.3062
80.48,-1.0831,-0.1983,-1.2722
80.5,-1.1381,-0.2173,-1.4226
80.52,-0.7422,0.8353,-1.96
80.54,-0.9895,1.4034,-2.1149
80.56,-0.1469,1.0824,-2.9289
80.58,-0.106,1.5952,-2.4332
80.6,0.1457,0.9308,-2.6792
80.62,0.2782,1.4345,-3.0771
80.64,0.374,0.5759,-1.9643
80.66,1.6683,0.7521,-1.4519
80.68,1.2525,0.4728,-0.3118
80.7,2.3579,0.5812,0.6234
80.72,1.9897,-0.212,1.8098
80.74,2.0658,0.0404,2.9756
80.76,2.4926,0.1003,3.4621
80.78,1.4222,-0.1802,3.4587
80.8,0.5458,-0.1265,3.8323
80.82,-0.0339,-1.196,2.9626
80.84,-0.6366,-0.6053,3.105
80.86,-1.0559,-0.5741,1.6849
80.88,-1.6875,-1.3641,1.3227
80.9,-1.1657,-0.9759,0.6454
80.92,-1.272,-1.0402,0.0896
80.94,-1.5364,-1.228,-0.3719
80.96,-1.328,-0.9095,-0.5472
80.98,-0.7464,-1.1539,-0.6943
81.0,-0.621,-0.7307,-1.1594
81.02,-1.2169,-0.0712,-2.4604
81.04,-0.9918,0.6596,-1.0938
81.06,-0.0544,1.1362,-1.4866
81.08,-0.5262,1.2168,-2.075
81.1,-0.1868,1.3484,-2.5579
81.12,-0.163,1.0157,-3.1614
81.14,0.4923,1.2024,-2.9421
81.16,1.0352,0.9977,-2.0909
81.18,1.1505,0.7936,-2.047
81.2,1.7048,0.5909,-1.0187
81.22,1.8156,0.3059,-0.376
81.24,1.9039,0.0738,0.4527
81.26,1.6488,0.1224,1.4888
81.28,1.4103,-0.0061,2.3872
81.3,1.293,-0.1829,3.1428
81.32,0.7569,-0.4283,3.8992
81.34,-0.0058,-0.068,3.4735
81.36,-0.4234,-0.314,3.0182
81.38,-0.995,-0.6997,1.9236
81.4,-0.9339,-0.4483,0.9665
81.42,-1.6581,-1.0753,0.0874
81.44,-1.1979,-0.9316,0.1107
81.46,-1.2527,-1.5624,-0.3983
81.48,-1.1842,-0.9429,-0.255
81.5,-1.3996,-0.9505,-1.0403
81.52,-1.3818,-0.5685,-1.1625
81.54,-1.1999,0.062,-0.7669
81.56,-0.8006,-0.2612,-1.3434
81.58,-1.1985,0.4255,-1.5196
81.6,-0.5191,0.9422,-2.4849
81.62,-0.6989,1.4274,-2.97
81.64,-0.2013,1.6289,-2.8043
81.66,-0.2127,1.7841,-3.1018
81.68,0.5758,0.8919,-2.6539
81.7,1.2993,1.1071,-2.407
81.72,1.5467,0.6718,-1.3653
81.74,2.1899,0.2363,-0.3506
81.76,2.0356,0.4202,0.7647
81.78,2.1195,-0.0011,1.3635
81.8,1.5758,-0.2991,2.8648
81.82,1.1408,-0.1525,3.5621
81.84,1.0068,-0.434,3.306
81.86,-0.2112,-0.0545,3.699
81.88,-0.1014,-0.966,3.0764
81.9,-0.1936,-0.3633,1.9895
81.92,-0.8301,-1.0064,1.402
81.94,-0.9815,-1.4339,1.2175
81.96,-1.0506,-1.1743,0.1852
81.98,-1.0068,-1.2764,-0.1976
82.0,-1.2804,-1.2777,-0.6627
82.02,-0.8723,-0.9056,-0.3265
82.04,-0.9672,-0.7973,-0.9839
82.06,-0.9702,-0.3953,-0.9342
82.08,-0.9903,0.1314,-1.7016
82.1,-0.4131,0.1322,-1.69
82.12,-1.0726,0.9579,-2.0883
82.14,-0.3442,1.1067,-2.6341
82.16,-0.3664,1.2436,-2.5776
82.18,0.1765,1.2454,-2.8425
82.2,0.606,1.1772,-3.2622
82.22,1.3311,1.2783,-2.2406
82.24,1.5955,0.6235,-1.6899
82.26,2.1681,0.3038,-0.0911
82.28,1.8974,0.3368,0.3527
82.3,2.0004,0.2274,2.0359
82.32,1.4588,0.4699,1.7082
82.34,1.2553,-0.3539,2.3761
82.36,0.6029,0.3867,4.099
82.38,0.1691,-0.5478,3.434
82.4,-0.3109,-0.4878,3.8039
82.42,-0.5148,-0.2761,2.814
82.44,-0.9393,-0.9408,1.9662
82.46,-1.2634,-1.1912,1.0622
82.48,-0.9977,-1.0015,-0.0028
82.5,-1.5066,-1.5655,0.4074
82.52,-1.5524,-1.532,0.4896
82.54,-0.8611,-0.589,-0.3047
82.56,-0.8015,-1.0134,-1.0513
82.58,-0.9658,-0.5903,-0.9009
82.6,-0.906,-0.4382,-1.2558
82.62,-1.29,0.2965,-1.5237
82.64,-0.6299,0.5689,-2.2159
82.66,-0.5666,1.7455,-2.7914
82.68,-0.5958,1.2213,-2.9339
82.7,0.1561,1.5316,-3.5993
82.72,0.8486,1.2649,-3.351
82.74,1.0435,0.9916,-2.5523
82.76,1.6291,0.8823,-2.4263
82.78,1.9507,0.5392,-0.7666
82.8,2.2819,0.3071,-0.2265
82.82,2.4572,0.2809,0.9612
82.84,1.7863,-0.1496,1.8521
